rev,mou,totmrc,da,ovrmou,ovrrev,vceovr,datovr,roam,change_mou,change_rev,drop_vce,drop_dat,blck_vce,blck_dat,unan_vce,unan_dat,plcd_vce,plcd_dat,recv_vce,recv_sms,comp_vce,comp_dat,custcare,ccrndmou,cc_mou,inonemin,threeway,mou_cvce,mou_cdat,mou_rvce,owylis_vce,mouowylisv,iwylis_vce,mouiwylisv,peak_vce,peak_dat,mou_peav,mou_pead,opk_vce,opk_dat,mou_opkv,mou_opkd,drop_blk,attempt,complete,callfwdv,callwait,months,uniqsubs,actvsubs,new_cell,crclscod,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,ownrent,lor,dwlltype,marital,adults,infobase,income,numbcars,HHstatin,dwllsize,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,Customer_ID
58.015,377.75,44.99,0.0,26.25,10.5,10.5,0.0,0.0,18.25,10.375,6.333333333,0.0,1.333333333,0.0,35.0,0.0,180.3333333,0.0,39.33333333,0.0,139.0,0.0,1.0,1.333333333,1.033333333,20.66666667,0.333333333,204.4233333,0.0,65.47333333,50.33333333,50.08,19.66666667,25.52666667,85.33333333,0.0,145.6433333,0.0,86.0,0.0,124.2533333,0.0,7.666666667,180.3333333,139.0,0.0,0.0,7,2,2,U,EA,N,1018,2367.0,452.44,374.38,2333.0,998,62.4,388.83,166.33,372,166,54,389.0,166.0,62.0,U,NEW YORK CITY AREA,N,N,29.98999023,1.0,1.0,,0.0,0.0,,5.0,M,S,5.0,M,4.0,2.0,,N,0.0,P,U,U,U,U,U,N,207.0,1094434
39.99,619.75,49.99,0.0,0.0,0.0,0.0,0.0,0.0,44.25,0.0,1.0,0.0,3.666666667,0.0,15.66666667,0.0,165.6666667,0.0,17.33333333,0.0,145.3333333,0.0,5.333333333,8.333333333,5.763333333,7.0,0.0,305.1033333,0.0,55.44,31.0,16.51333333,5.666666667,18.00666667,83.0,0.0,135.3766667,0.0,79.66666667,0.0,225.1666667,0.0,4.666666667,165.6666667,145.3333333,0.0,1.0,7,1,1,U,AA,N,1429,4038.0,342.39,266.69,4007.0,1416,44.45,667.83,236.0,605,195,40,668.0,236.0,44.0,S,OHIO AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,O,6.0,S,S,2.0,M,6.0,,,A,1.0,C,U,Y,U,U,U,N,207.0,1094435
34.99,548.5,44.99,0.0,0.0,0.0,0.0,0.0,0.0,123.5,0.0,11.33333333,0.0,3.0,0.0,155.3333333,0.0,439.6666667,0.0,39.66666667,0.0,271.6666667,0.0,2.666666667,3.333333333,2.09,27.0,0.0,319.76,0.0,36.69666667,63.66666667,36.45333333,5.666666667,2.76,96.66666667,0.0,94.74333333,0.0,203.6666667,0.0,261.7133333,0.0,14.33333333,439.6666667,271.6666667,0.0,1.333333333,7,2,2,U,BA,N,1241,2300.0,281.57,210.96,2296.0,1238,35.16,382.67,206.33,507,267,35,383.0,206.0,35.0,U,LOS ANGELES AREA,N,N,129.9899902,1.0,1.0,WCMB,0.0,0.0,,,,U,,N,,,,,0.0,B,U,U,U,U,U,N,207.0,1094436
24.7475,97.5,29.7475,0.0,0.0,0.0,0.0,0.0,0.0,-97.5,-24.7475,0.0,0.0,1.333333333,0.0,0.333333333,0.0,7.333333333,0.0,0.333333333,0.0,5.666666667,0.0,0.666666667,0.666666667,0.116666667,0.0,0.0,9.323333333,0.0,0.576666667,2.0,0.83,0.0,0.0,3.0,0.0,8.263333333,0.0,3.0,0.0,1.636666667,0.0,1.333333333,7.333333333,5.666666667,0.0,0.0,7,1,1,U,EA,Y,818,3512.0,448.7,337.37,3502.0,814,56.23,583.67,135.67,130,46,33,584.0,136.0,56.0,,CALIFORNIA NORTH AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,,,,U,,N,,,,,0.0,X,U,U,U,U,U,N,207.0,1094437
63.115,401.25,29.99,0.2475,81.0,32.3975,32.3,0.0975,0.48,281.75,96.075,12.66666667,0.0,1.666666667,0.0,27.66666667,0.0,183.6666667,0.0,29.66666667,0.0,144.3333333,0.0,0.333333333,1.0,0.756666667,14.66666667,0.0,194.1533333,0.0,42.4,15.33333333,10.56666667,1.0,2.39,85.66666667,0.0,103.78,0.0,82.66666667,0.0,132.7733333,0.0,14.33333333,183.6666667,144.3333333,0.0,1.0,7,1,1,U,AA,N,847,1704.0,252.91,187.39,1704.0,847,31.23,284.0,141.17,307,161,31,284.0,141.0,31.0,C,GREAT LAKES AREA,Y,N,59.98999023,1.0,1.0,WCMB,1.0,1.0,O,1.0,M,S,2.0,M,3.0,1.0,,B,0.0,C,U,U,U,U,U,N,207.0,1094438
34.99,11.75,44.99,0.0,0.0,0.0,0.0,0.0,0.0,-4.75,0.0,1.333333333,0.0,0.0,0.0,0.666666667,0.0,9.333333333,0.0,1.666666667,0.0,7.666666667,0.0,0.0,0.0,0.0,1.333333333,0.0,3.95,0.0,0.346666667,3.333333333,1.83,0.0,0.0,4.333333333,0.0,2.176666667,0.0,4.0,0.0,2.12,0.0,1.333333333,9.333333333,7.666666667,0.0,0.0,9,1,1,U,AA,N,149,309.0,353.14,282.53,307.0,148,35.32,38.38,18.5,13,11,35,38.0,19.0,35.0,T,NEW ENGLAND AREA,N,N,29.98999023,1.0,1.0,WC,0.0,0.0,O,9.0,S,M,2.0,M,5.0,1.0,C,A,0.0,H,U,U,Y,U,U,Y,268.0,1094439
69.675,640.0,69.99,7.6725,5.75,2.0125,2.0125,0.0,0.0,12.0,6.285,8.666666667,0.0,1.0,0.0,24.0,0.0,129.0,0.0,27.33333333,0.0,96.66666667,0.0,0.0,0.0,0.0,15.33333333,0.0,313.0233333,0.0,95.09666667,34.33333333,43.41333333,6.666666667,26.21333333,103.0,0.0,332.1833333,0.0,14.66666667,0.0,75.93333333,0.0,9.666666667,129.0,96.66666667,0.0,1.333333333,7,3,3,U,AA,N,989,3874.0,536.06,379.1,3559.0,885,75.82,711.8,177.0,636,142,68,,,,S,LOS ANGELES AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,,,,U,,N,,,,,0.0,C,U,U,U,U,U,N,207.0,1094440
52.9375,479.75,69.99,0.2475,6.75,2.7,2.7,0.0,0.0,97.25,-2.9475,4.666666667,0.0,0.666666667,0.0,14.0,0.0,114.0,0.0,64.33333333,0.0,97.66666667,0.0,0.0,0.0,0.0,27.33333333,0.0,163.43,0.0,122.2466667,49.66666667,55.32666667,19.0,33.92,98.33333333,0.0,204.5,0.0,51.0,0.0,81.17666667,0.0,5.333333333,114.0,97.66666667,0.0,3.0,7,1,1,U,BA,N,1162,3583.0,422.84,332.03,3577.0,1160,55.34,596.17,193.33,447,159,54,596.0,193.0,55.0,S,GREAT LAKES AREA,Y,N,199.9899902,2.0,1.0,WCMB,0.0,0.0,,,,U,1.0,M,,,,,0.0,C,U,U,U,U,U,N,64.0,1094441
29.99,61.25,29.99,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.0,0.333333333,0.0,0.0,0.0,1.333333333,0.0,11.33333333,0.0,0.0,0.0,9.666666667,0.0,0.0,0.0,0.0,0.0,0.0,72.14,0.0,0.0,0.666666667,0.173333333,0.0,0.0,5.666666667,0.0,37.81333333,0.0,4.0,0.0,34.32666667,0.0,0.333333333,11.33333333,9.666666667,0.0,0.0,7,1,1,U,AA,N,122,519.0,269.2,203.68,519.0,122,33.95,86.5,20.33,59,7,30,87.0,20.0,34.0,S,MIDWEST AREA,Y,N,199.9899902,1.0,1.0,WCMB,1.0,0.0,O,5.0,S,U,5.0,M,5.0,1.0,,A,0.0,C,U,U,U,U,U,N,207.0,1094442
103.125,557.0,29.99,0.0,150.0,60.0,60.0,0.0,0.0975,310.0,68.165,5.0,0.0,1.333333333,0.0,92.66666667,0.0,289.3333333,0.0,98.66666667,0.0,191.0,0.0,4.666666667,5.0,2.7,71.0,0.333333333,220.5233333,0.0,79.63,25.33333333,31.09,0.333333333,0.193333333,100.3333333,0.0,118.5133333,0.0,145.0,0.0,181.64,0.0,6.333333333,289.3333333,191.0,0.0,3.0,7,1,1,U,D4,Y,1244,2118.0,402.04,336.52,2115.0,1243,56.09,352.5,207.17,454,271,80,353.0,207.0,56.0,C,LOS ANGELES AREA,Y,N,149.9899902,2.0,1.0,WCMB,0.0,0.0,,,,U,,N,,,,,0.0,X,U,U,U,U,U,N,131.0,1094443
58.8425,268.75,29.99,0.2475,96.25,38.5,38.5,0.0,0.0,291.25,96.5575,2.666666667,0.0,0.0,0.0,25.66666667,0.0,66.33333333,0.0,5.666666667,0.0,38.66666667,0.0,0.333333333,0.666666667,0.41,4.333333333,0.0,138.4033333,0.0,1.25,3.666666667,3.723333333,0.0,0.0,13.0,0.0,10.93666667,0.0,28.0,0.0,128.7166667,0.0,2.666666667,66.33333333,38.66666667,0.0,0.0,9,1,1,N,AA,N,313,1443.0,356.66,286.05,1439.0,312,35.76,179.88,39.0,172,38,27,113.0,27.0,27.0,T,GREAT LAKES AREA,N,N,129.9899902,3.0,1.0,WCMB,0.0,0.0,O,,,S,1.0,M,3.0,,C,,0.0,I,U,U,U,U,U,Y,237.0,1094444
48.2175,300.25,37.33,0.0,50.0,20.0,20.0,0.0,0.0,-5.25,-9.0275,2.333333333,0.0,0.333333333,0.0,19.33333333,0.0,102.3333333,0.0,49.33333333,0.0,80.33333333,0.0,0.333333333,0.666666667,0.366666667,22.33333333,0.0,117.7566667,0.0,100.8966667,17.66666667,16.63333333,4.0,14.29,84.0,0.0,152.0566667,0.0,36.0,0.0,66.59666667,0.0,2.666666667,102.3333333,80.33333333,0.0,0.0,7,4,1,U,AA,N,715,2014.0,228.13,214.66,1890.0,677,35.78,315.0,112.83,302,123,51,315.0,113.0,36.0,C,NORTHWEST/ROCKY MOUNTAIN AREA,N,N,29.98999023,1.0,1.0,WCMB,0.0,0.0,,,,U,,N,,,,,0.0,C,U,U,U,U,U,N,206.0,1094445
10.1,135.5,10.0,0.0,0.25,0.1,0.1,0.0,0.0,-117.5,0.3,0.666666667,0.0,0.666666667,0.0,1.666666667,0.0,15.33333333,0.0,6.333333333,0.0,12.66666667,0.0,0.0,0.0,0.0,1.666666667,0.0,126.8366667,0.0,15.43,1.333333333,0.306666667,4.333333333,13.20666667,4.666666667,0.0,4.176666667,0.0,14.0,0.0,138.09,0.0,1.333333333,15.33333333,12.66666667,0.0,0.0,7,4,3,U,BA,N,117,641.0,108.92,61.38,640.0,116,10.23,106.67,19.33,175,25,10,107.0,19.0,10.0,S,DC/MARYLAND/VIRGINIA AREA,Y,N,59.98999023,1.0,1.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,O,U,U,U,U,U,N,206.0,1094446
35.46,936.25,44.99,0.0,0.0,0.0,0.0,0.0,0.47,-133.25,-0.47,9.666666667,0.0,10.0,0.0,23.33333333,0.0,149.0,0.0,1.333333333,0.0,106.0,0.0,5.666666667,6.0,3.923333333,0.0,0.666666667,824.24,0.0,5.233333333,2.0,1.866666667,0.0,0.0,43.0,0.0,122.3966667,0.0,64.33333333,0.0,707.0766667,0.0,19.66666667,149.0,106.0,0.0,0.0,9,2,1,U,AA,N,852,7982.0,325.72,261.61,7038.0,770,37.37,1005.43,110.0,981,110,36,1020.0,111.0,38.0,S,GREAT LAKES AREA,Y,N,59.98999023,1.0,1.0,WCMB,0.0,0.0,O,7.0,M,S,4.0,M,7.0,1.0,C,B,0.0,S,U,U,U,U,U,Y,267.0,1094447
51.2275,1328.5,46.3775,0.495,58.5,23.395,23.2,0.195,0.16,-77.5,-13.8575,30.0,0.0,2.666666667,0.0,65.0,0.0,275.3333333,0.0,92.66666667,0.0,180.6666667,0.0,22.0,143.0,131.6066667,29.0,0.666666667,936.8066667,0.0,419.4166667,52.66666667,130.3366667,52.33333333,310.5333333,112.6666667,0.0,432.54,0.0,153.6666667,0.0,923.6833333,0.0,32.66666667,275.3333333,180.6666667,0.0,3.666666667,9,4,2,Y,E4,N,1664,10617.0,752.06,613.52,9346.0,1490,87.65,1335.14,212.86,1354,249,56,1344.0,218.0,94.0,U,LOS ANGELES AREA,Y,N,149.9899902,5.0,4.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,Z,U,U,U,U,U,N,115.0,1094448
173.1875,535.25,29.99,0.2475,433.25,173.29,172.9,0.39,0.835,-509.25,-172.0175,4.0,0.0,2.0,0.0,13.0,0.333333333,76.66666667,0.333333333,29.33333333,0.0,59.0,0.0,0.0,0.0,0.0,19.66666667,0.333333333,284.4166667,0.0,61.08333333,18.33333333,28.77666667,1.666666667,1.03,10.33333333,0.0,23.46,0.0,62.66666667,0.0,322.0433333,0.0,6.0,77.0,59.0,0.0,0.0,7,1,1,U,BA,N,739,3199.0,952.19,877.72,3042.0,707,146.29,507.0,117.83,705,131,231,507.0,118.0,146.0,U,NEW YORK CITY AREA,T,N,99.98999023,1.0,1.0,WCMB,0.0,0.0,,0.0,M,M,2.0,M,9.0,,,N,0.0,J,U,U,U,U,Y,N,206.0,1094449
40.8675,88.0,49.99,0.0,0.5,0.195,0.0,0.195,0.6825,33.0,-0.0975,0.666666667,0.0,4.666666667,0.0,15.33333333,0.333333333,50.66666667,0.666666667,2.333333333,0.0,30.0,0.333333333,0.0,0.0,0.0,1.666666667,0.0,70.96333333,0.06,3.593333333,0.666666667,1.11,0.0,0.0,21.66666667,0.0,29.30666667,0.0,10.66666667,0.333333333,45.25,0.06,5.333333333,51.33333333,30.33333333,0.0,0.0,7,1,1,U,EA,Y,286,713.0,320.27,244.17,689.0,273,40.7,114.83,45.5,77,37,41,115.0,46.0,41.0,T,NORTH FLORIDA AREA,T,N,99.98999023,1.0,1.0,WCMB,0.0,0.0,O,9.0,S,M,2.0,M,3.0,2.0,,A,0.0,P,U,U,U,U,U,N,206.0,1094450
75.6625,958.75,50.72,0.0,60.25,24.025,21.1,2.925,0.0,-958.75,-127.7525,17.33333333,0.0,11.66666667,0.333333333,56.0,1.0,279.0,4.666666667,89.0,0.0,199.0,3.333333333,3.666666667,16.66666667,14.15333333,28.66666667,0.0,358.3166667,7.53,252.9166667,46.0,44.29,20.66666667,67.42333333,164.6666667,2.333333333,368.33,5.72,118.3333333,1.0,242.9033333,1.81,29.33333333,283.6666667,202.3333333,0.0,7.666666667,7,1,1,U,EA,Y,3144,9633.0,914.67,803.34,9498.0,3107,133.89,1583.0,517.83,1278,419,119,1583.0,518.0,134.0,,DALLAS AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,,,,U,,N,,,,,0.0,C,U,U,U,U,U,N,206.0,1094451
88.4075,869.25,93.44,0.0,0.0,0.0,0.0,0.0,0.0,-110.25,-9.4175,5.666666667,0.0,9.333333333,0.0,45.0,0.666666667,276.3333333,0.666666667,83.0,0.0,217.6666667,0.0,8.0,12.66666667,6.95,60.66666667,0.666666667,414.7933333,0.0,96.55333333,84.33333333,129.1433333,35.66666667,60.76,133.6666667,0.0,189.59,0.0,139.0,0.0,321.7566667,0.0,15.0,277.0,217.6666667,0.0,2.666666667,9,1,1,N,DA,Y,3277,7909.0,859.08,784.47,7882.0,3265,98.06,985.25,408.13,906,351,92,870.0,378.0,77.0,T,ATLANTIC SOUTH AREA,Y,N,199.9899902,2.0,2.0,WCMB,0.0,0.0,O,15.0,,M,2.0,M,5.0,,,,0.0,N,U,U,U,U,Y,Y,29.0,1094452
176.4125,2201.5,49.99,0.495,329.25,131.7,131.7,0.0,0.0,866.5,94.7775,18.33333333,0.0,10.0,0.0,129.6666667,0.0,603.0,0.0,150.3333333,0.0,450.3333333,0.0,14.66666667,26.0,18.59,57.0,2.0,949.4966667,0.0,456.1766667,45.0,40.85333333,3.333333333,6.386666667,217.0,0.0,411.0433333,0.0,378.3333333,0.0,994.6233333,0.0,28.33333333,603.0,450.3333333,0.0,22.0,9,1,1,U,BA,N,3987,12218.0,843.48,768.87,12186.0,3971,96.11,1523.25,496.38,1913,604,145,1668.0,536.0,100.0,U,SOUTH FLORIDA AREA,Y,N,199.9899902,1.0,1.0,WCMB,0.0,0.0,,2.0,S,B,1.0,M,5.0,1.0,C,A,0.0,H,U,U,U,U,U,N,267.0,1094453
87.5575,705.5,64.99,1.485,72.25,28.8975,28.8,0.0975,0.0,-203.5,17.4225,1.666666667,0.0,4.0,0.0,12.0,0.0,107.0,0.333333333,71.66666667,0.0,90.66666667,0.333333333,3.0,11.0,9.58,19.66666667,0.0,291.6933333,0.273333333,387.2266667,17.66666667,13.11,4.666666667,13.43333333,92.33333333,0.0,319.67,0.0,68.0,0.333333333,359.25,0.273333333,5.666666667,107.3333333,91.0,0.0,3.333333333,9,5,2,U,EM,N,826,5055.0,412.91,328.39,4138.0,713,65.68,827.6,142.6,773,150,82,,,,C,DALLAS AREA,Y,N,129.9899902,1.0,1.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,F,U,U,U,U,U,N,206.0,1094454
14.0,26.25,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.25,0.0,0.666666667,0.0,0.666666667,0.0,2.0,0.0,12.0,4.666666667,2.0,0.0,8.666666667,4.666666667,0.0,0.0,0.0,2.0,0.0,27.3,6.506666667,1.066666667,4.0,25.16666667,0.0,0.0,8.0,2.0,3.533333333,3.506666667,2.666666667,2.666666667,24.83333333,3.0,1.333333333,16.66666667,13.33333333,0.0,0.0,9,3,3,U,AA,N,1409,2901.0,226.38,168.11,2167.0,983,24.02,309.57,140.43,35,11,14,257.0,108.0,19.0,T,MIDWEST AREA,N,N,129.9899902,1.0,1.0,WCMB,0.0,0.0,O,0.0,S,U,,M,,,,,0.0,N,U,U,U,U,U,N,267.0,1094455
12.8,240.0,10.0,0.0,7.0,2.8,2.8,0.0,0.0,35.0,8.4,4.0,0.0,0.666666667,0.0,18.33333333,0.0,93.66666667,0.0,55.33333333,0.0,71.66666667,0.0,2.666666667,23.0,21.33666667,36.33333333,0.333333333,106.4233333,0.0,67.64333333,11.66666667,13.12,1.333333333,1.99,91.33333333,0.0,130.9766667,0.0,25.33333333,0.0,43.09,0.0,4.666666667,93.66666667,71.66666667,0.0,0.0,7,2,2,Y,AA,N,564,1389.0,304.78,65.87,1187.0,517,13.17,237.4,103.4,228,110,10,,,,U,NEW YORK CITY AREA,Y,N,149.9899902,2.0,1.0,WCMB,0.0,0.0,,,M,S,1.0,M,4.0,,,,0.0,P,U,U,U,U,U,N,79.0,1094456
85.69,1364.75,49.99,0.0,114.25,45.7,45.7,0.0,0.0,-11.75,7.9,4.333333333,0.0,2.666666667,0.0,38.33333333,0.0,238.0,0.0,73.66666667,0.0,193.3333333,0.0,2.0,3.0,2.236666667,27.66666667,0.0,824.23,0.0,233.5933333,27.0,24.72,9.0,19.02666667,113.0,0.0,304.2966667,0.0,153.3333333,0.0,753.5266667,0.0,7.0,238.0,193.3333333,0.0,3.0,9,1,1,U,AA,N,2148,10049.0,694.78,619.08,9949.0,2129,77.39,1243.63,266.13,1369,261,83,1248.0,258.0,62.0,C,CENTRAL/SOUTH TEXAS AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,,2.0,M,B,1.0,M,1.0,1.0,C,N,0.0,N,U,U,U,U,U,N,267.0,1094457
43.99,400.0,39.99,0.0,0.0,0.0,0.0,0.0,0.0,-46.0,0.0,0.666666667,0.0,0.666666667,0.0,22.0,0.0,90.0,0.0,11.0,0.0,66.66666667,0.0,1.0,1.0,0.136666667,3.333333333,0.0,242.7233333,0.0,39.48666667,4.0,2.886666667,0.0,0.0,62.0,0.0,160.9933333,0.0,15.66666667,0.0,121.2166667,0.0,1.333333333,90.0,66.66666667,0.0,0.0,9,2,1,U,AA,N,740,2754.0,451.7,447.65,2578.0,670,63.95,368.29,95.71,415,97,44,398.0,98.0,68.0,S,ATLANTIC SOUTH AREA,Y,R,9.989997864,2.0,2.0,WC,0.0,0.0,,,,U,,,,,,,0.0,N,U,U,U,U,U,N,124.0,1094458
12.9475,252.25,10.0,0.2475,6.75,2.7,2.7,0.0,0.0,-65.25,-2.9475,1.666666667,0.0,0.333333333,0.0,14.33333333,0.0,84.66666667,0.0,18.66666667,0.0,68.33333333,0.0,0.0,0.0,0.0,8.333333333,0.0,189.8266667,0.0,76.21333333,9.333333333,8.856666667,5.666666667,18.38,58.33333333,0.0,130.0766667,0.0,28.66666667,0.0,135.9633333,0.0,2.0,84.66666667,68.33333333,0.0,0.0,9,5,2,U,AA,N,528,3642.0,181.5,128.19,3326.0,453,18.31,475.14,64.71,274,59,14,459.0,60.0,20.0,U,GREAT LAKES AREA,Y,N,59.98999023,1.0,1.0,WCMB,0.0,0.0,O,2.0,S,U,2.0,M,5.0,2.0,C,A,0.0,N,Y,U,U,U,U,Y,267.0,1094459
54.2375,92.75,49.99,0.2475,0.0,0.0,0.0,0.0,0.0,70.25,-0.2475,0.666666667,0.0,1.333333333,0.0,9.666666667,0.0,42.0,0.0,1.666666667,0.0,30.33333333,0.0,2.333333333,3.333333333,2.006666667,0.666666667,0.0,65.98333333,0.0,3.12,1.0,2.413333333,0.0,0.0,22.33333333,0.0,40.63666667,0.0,9.666666667,0.0,28.46666667,0.0,2.0,42.0,30.33333333,0.0,0.0,7,1,1,U,CA,Y,184,409.0,356.05,286.53,398.0,178,47.76,66.33,29.67,69,27,54,66.0,30.0,48.0,S,ATLANTIC SOUTH AREA,N,N,29.98999023,1.0,1.0,WCMB,0.0,0.0,R,2.0,M,S,1.0,M,1.0,,,J,0.0,C,U,U,U,U,U,N,206.0,1094460
23.5625,650.5,10.0,0.495,0.0,0.0,0.0,0.0,8.1975,-185.5,-8.5725,9.0,0.0,2.666666667,0.0,93.0,0.0,305.3333333,0.0,71.66666667,0.0,202.6666667,0.0,22.66666667,42.33333333,29.18333333,54.33333333,0.0,379.01,0.0,60.41666667,41.66666667,33.89,13.66666667,9.596666667,129.0,0.0,126.2733333,0.0,122.0,0.0,313.1533333,0.0,11.66666667,305.3333333,202.6666667,0.0,0.0,7,2,2,U,AA,N,1830,4647.0,171.09,122.63,4330.0,1699,20.44,721.67,283.17,712,260,26,722.0,283.0,21.0,U,NEW YORK CITY AREA,Y,N,199.9899902,1.0,1.0,WCMB,0.0,0.0,,,M,U,1.0,M,6.0,,,,0.0,P,U,U,U,U,U,N,206.0,1094461
16.035,0.5,20.9975,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-16.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,1,U,Z4,Y,1156,2056.0,332.68,246.8,2056.0,1156,41.13,342.67,192.67,1,1,21,343.0,193.0,41.0,U,LOS ANGELES AREA,Y,N,59.98999023,1.0,1.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,N,U,U,U,U,U,N,206.0,1094462
65.1025,732.25,59.99,3.7125,28.5,11.4,11.4,0.0,0.0,569.75,14.4675,7.333333333,0.0,8.666666667,0.0,103.3333333,0.0,270.3333333,0.0,59.66666667,0.0,154.3333333,0.0,7.0,10.66666667,6.57,27.33333333,0.333333333,362.1333333,0.0,148.07,43.66666667,39.6,18.0,35.49,124.3333333,0.0,269.57,0.0,83.0,0.0,240.6333333,0.0,16.0,270.3333333,154.3333333,0.0,3.0,7,2,1,U,BA,N,985,3154.0,495.06,431.04,2999.0,954,71.84,499.83,159.0,542,172,60,500.0,159.0,72.0,S,NORTH FLORIDA AREA,Y,R,129.9899902,1.0,1.0,WCMB,0.0,0.0,,,,U,2.0,M,,,,,0.0,N,U,U,U,U,U,N,206.0,1094463
34.99,382.0,44.99,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,1.333333333,0.0,0.0,0.0,0.0,0.0,52.0,0.0,3.333333333,0.0,50.66666667,0.0,0.0,0.0,0.0,3.0,0.0,275.67,0.0,1.493333333,0.0,0.0,0.666666667,0.113333333,17.0,0.0,19.89333333,0.0,37.0,0.0,257.27,0.0,1.333333333,52.0,50.66666667,0.0,0.0,9,1,1,U,Z5,Y,458,1993.0,351.16,280.55,1993.0,458,35.07,249.13,57.25,363,61,35,281.0,57.0,35.0,U,NEW YORK CITY AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,H,U,U,U,U,U,N,267.0,1094464
35.2375,691.25,44.99,0.2475,0.0,0.0,0.0,0.0,0.0,369.75,-0.2475,7.666666667,0.0,2.333333333,0.0,38.33333333,0.0,154.6666667,0.0,5.333333333,0.0,106.3333333,0.0,0.0,0.0,0.0,4.0,0.0,522.2966667,0.0,8.25,6.666666667,21.24333333,0.0,0.0,18.66666667,0.0,78.49666667,0.0,91.66666667,0.0,452.05,0.0,10.0,154.6666667,106.3333333,0.0,0.0,7,1,1,Y,AA,N,769,3794.0,305.0,234.39,3754.0,761,39.07,625.67,126.83,568,121,35,626.0,127.0,39.0,S,NEW YORK CITY AREA,Y,N,79.98999023,1.0,1.0,WCMB,0.0,0.0,O,5.0,,B,1.0,M,7.0,1.0,,,0.0,C,U,U,U,U,U,N,206.0,1094465
51.59,262.5,69.99,0.0,0.0,0.0,0.0,0.0,1.6,47.5,-1.6,1.0,0.0,2.666666667,0.0,14.0,0.0,90.33333333,0.0,37.0,0.0,73.0,0.0,1.333333333,6.0,5.616666667,18.33333333,0.0,126.3666667,0.0,52.84333333,14.0,19.12666667,2.0,3.256666667,64.33333333,0.0,93.78333333,0.0,45.33333333,0.0,85.42333333,0.0,3.666666667,90.33333333,73.0,0.0,1.0,7,1,1,Y,CA,Y,675,1479.0,395.05,309.17,1474.0,671,51.53,245.67,111.83,247,105,52,246.0,112.0,52.0,,SOUTHWEST AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,O,,,M,2.0,M,8.0,,,,0.0,P,U,U,U,U,U,N,206.0,1094466
61.8375,1013.0,69.99,0.2475,19.0,7.6,7.6,0.0,0.0,99.0,-7.8475,9.666666667,0.0,1.0,0.0,60.66666667,0.0,250.6666667,0.0,293.3333333,0.0,183.6666667,0.0,8.333333333,10.0,5.906666667,192.3333333,0.333333333,269.1933333,0.0,342.9366667,53.0,64.99666667,65.66666667,81.30333333,222.3333333,0.0,260.9866667,0.0,196.0,0.0,351.1433333,0.0,10.66666667,250.6666667,183.6666667,0.0,8.666666667,9,2,2,Y,CA,Y,3077,6986.0,731.38,641.1,6981.0,3074,80.14,872.63,384.25,980,423,64,876.0,388.0,77.0,C,DC/MARYLAND/VIRGINIA AREA,Y,N,199.9899902,1.0,1.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,Z,U,U,U,U,U,N,267.0,1094467
114.25,1446.25,62.1975,0.0,182.0,72.8,72.8,0.0,0.0,234.75,220.94,32.0,0.0,2.666666667,0.0,60.33333333,0.0,350.6666667,0.0,178.0,0.0,272.6666667,0.0,0.333333333,7.333333333,7.006666667,73.33333333,0.333333333,573.2066667,0.0,426.1,57.0,102.69,7.0,27.81,234.6666667,0.0,485.4,0.0,176.6666667,0.0,513.9033333,0.0,34.66666667,350.6666667,272.6666667,0.0,11.0,7,1,1,U,BA,N,2853,10031.0,821.67,705.94,9915.0,2837,117.66,1652.5,472.83,1368,425,41,1653.0,473.0,118.0,S,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,199.9899902,2.0,1.0,WCMB,0.0,0.0,O,10.0,S,S,3.0,M,6.0,1.0,,A,0.0,P,Y,U,U,U,U,N,190.0,1094468
